,id,server,secret,title,tags,views,description,date_taken,latitude,longitude,url_s,owner_name,owner,media
0,54705245779,65535,d4872c86a8,Cicchetti With A View [Venice - 21 June 2025],2025 aperitif aperitivo barcellona italy nordest phone redminote9pro ve veneto venice xiaomi food cicchetti foodporn,94,,2025-06-21 19:51:56,45.425579,12.330908,https://live.staticflickr.com/65535/54705245779_d4872c86a8_m.jpg,Doc. Ing.,43056966@N07,photo
1,53239143544,65535,42b781d707,"Venezia, Cicchetti",2023 italia italien italy venedig veneto venezia samsung samsunggalaxys10 samsungs10 galaxys10 s10 cicchetti,190,"Venezia, Cicchetti",2023-09-20 13:58:01,45.444288,12.324102,https://live.staticflickr.com/65535/53239143544_42b781d707_m.jpg,liakada-web,154650255@N03,photo
2,52786313229,65535,9268654cf4,IMG_7865.jpg,venezia italy italia cicchetti venice,28,,2023-03-05 19:22:28,45.443980,12.332972,https://live.staticflickr.com/65535/52786313229_9268654cf4_m.jpg,Darren and Brad,26792430@N00,photo
3,52508496045,65535,df346a3426,Cicchetti and spritz,food plate allarco baccalàmantecato venice crostini tuna anchovy saltcod baccalà snacks cicchetti aperitifs aperitivi aperitivo alcohol drinks glasses aperol aperolspritz venezia veneto italia,161,"@ All’Arco - Calle Do Mori 436, 30125 Venice, Italy",2022-11-18 11:41:48,45.432995,12.339363,https://live.staticflickr.com/65535/52508496045_df346a3426_m.jpg,JoKenworthy71,34225514@N05,photo
4,52508292900,65535,35f039e07d,"All’Arco, Venice",aperitivo spritz cicchetti restaurant bàcaro venice venezia veneto italia,108,"All’Arco is the bàcaro that served as inspiration for the restaurant chain Polpo which first opened in London in 2009.  Calle Do Mori 436, 30125 Venice, Italy",2022-11-18 11:31:15,45.432995,12.339363,https://live.staticflickr.com/65535/52508292900_35f039e07d_m.jpg,JoKenworthy71,34225514@N05,photo
5,52286610905,65535,9f593c031c,IMG_1428.jpg,venezia italy italia cicchetti venice,46,,2022-07-14 19:43:30,45.438616,12.335969,https://live.staticflickr.com/65535/52286610905_9f593c031c_m.jpg,Darren and Brad,26792430@N00,photo
6,52285144297,65535,3ecc0bc54d,IMG_9183.jpg,venezia italy italia cicchetti venice,53,,2022-07-14 19:43:30,45.438686,12.335972,https://live.staticflickr.com/65535/52285144297_3ecc0bc54d_m.jpg,Darren and Brad,26792430@N00,photo
7,52286387769,65535,bd309f86f0,IMG_1427.jpg,venezia italy italia cicchetti venice,45,,2022-07-14 19:43:28,45.438613,12.335975,https://live.staticflickr.com/65535/52286387769_bd309f86f0_m.jpg,Darren and Brad,26792430@N00,photo
8,52286127068,65535,5c3f7ebbc3,IMG_1426.jpg,venezia italy italia cicchetti venice,43,,2022-07-14 19:43:25,45.438622,12.336097,https://live.staticflickr.com/65535/52286127068_5c3f7ebbc3_m.jpg,Darren and Brad,26792430@N00,photo
9,52286387474,65535,e065a9dabb,IMG_9182.jpg,venezia italy italia cicchetti venice,59,,2022-07-14 19:43:25,45.438686,12.335972,https://live.staticflickr.com/65535/52286387474_e065a9dabb_m.jpg,Darren and Brad,26792430@N00,photo
