id,server,secret,title,tags,views,description,date_taken,latitude,longitude,url_s,owner_name,owner,media
54705245779,65535,d4872c86a8,Cicchetti With A View [Venice - 21 June 2025],2025 aperitif aperitivo barcellona italy nordest phone redminote9pro ve veneto venice xiaomi food cicchetti foodporn,94,,2025-06-21 19:51:56,45.425579,12.330908,https://live.staticflickr.com/65535/54705245779_d4872c86a8_m.jpg,Doc. Ing.,43056966@N07,photo
54141185936,65535,6493ef0785,Aperitivo veneziano - Venetian aperitif,venezia venice pontedellaccademia accademiabridge aperitivo aperitif,489,"Nonostante il buio e la fredda giornata invernale , non si rinuncia ad un aperitivo o semplicemente un caffè all'aperto, soprattutto se ci si trova in una città così ricca di fascino come Venezia.  ----------  Despite the darkness and the cold winter day, one cannot give up an aperitif or simply a coffee outdoors, especially if one finds oneself in a city as full of charm as Venice.",2023-12-27 17:07:12,45.431572,12.328881,https://live.staticflickr.com/65535/54141185936_6493ef0785_m.jpg,Roberto Marinoni,33132363@N06,photo
54705245779,65535,d4872c86a8,Cicchetti With A View [Venice - 21 June 2025],2025 aperitif aperitivo barcellona italy nordest phone redminote9pro ve veneto venice xiaomi food cicchetti foodporn,94,,2025-06-21 19:51:56,45.425579,12.330908,https://live.staticflickr.com/65535/54705245779_d4872c86a8_m.jpg,Doc. Ing.,43056966@N07,photo
54141185936,65535,6493ef0785,Aperitivo veneziano - Venetian aperitif,venezia venice pontedellaccademia accademiabridge aperitivo aperitif,489,"Nonostante il buio e la fredda giornata invernale , non si rinuncia ad un aperitivo o semplicemente un caffè all'aperto, soprattutto se ci si trova in una città così ricca di fascino come Venezia.  ----------  Despite the darkness and the cold winter day, one cannot give up an aperitif or simply a coffee outdoors, especially if one finds oneself in a city as full of charm as Venice.",2023-12-27 17:07:12,45.431572,12.328881,https://live.staticflickr.com/65535/54141185936_6493ef0785_m.jpg,Roberto Marinoni,33132363@N06,photo
54123502037,65535,e8cbf87c3a,Select Aperitivo,blue aperitif aperitivo venice spritz,1113,"Venice, IT",2024-10-13 17:15:16,45.436165,12.344673,https://live.staticflickr.com/65535/54123502037_e8cbf87c3a_m.jpg,brianloganphoto,128191152@N04,photo
53331659553,65535,702b674e2b,Aperitivo - 29923,venice italy aperitivo curveunwindmusic giardini,29,Venice 21023,2023-10-21 15:54:46,45.430527,12.355480,https://live.staticflickr.com/65535/53331659553_702b674e2b_m.jpg,padraic collins,47072881@N06,photo
52508980058,65535,7d33918906,Venetian spritz,spritz select aperitivo aperitif cocktail liquor beverage drink bottle alcohol venetianspritz venice italy cheers cincin selectaperitivo prosecco wine glass bar osteria venezia veneto italia,279,"@ Antica Osteria Ruga Rialto, Venice  Made in the traditional Venetian way with local wine or prosecco, Select aperitivo and a dash of soda water, plus a green olive to garnish.",2022-11-18 20:08:09,45.432995,12.339363,https://live.staticflickr.com/65535/52508980058_7d33918906_m.jpg,JoKenworthy71,34225514@N05,photo
52508496045,65535,df346a3426,Cicchetti and spritz,food plate allarco baccalàmantecato venice crostini tuna anchovy saltcod baccalà snacks cicchetti aperitifs aperitivi aperitivo alcohol drinks glasses aperol aperolspritz venezia veneto italia,161,"@ All’Arco - Calle Do Mori 436, 30125 Venice, Italy",2022-11-18 11:41:48,45.432995,12.339363,https://live.staticflickr.com/65535/52508496045_df346a3426_m.jpg,JoKenworthy71,34225514@N05,photo
52508292900,65535,35f039e07d,"All’Arco, Venice",aperitivo spritz cicchetti restaurant bàcaro venice venezia veneto italia,108,"All’Arco is the bàcaro that served as inspiration for the restaurant chain Polpo which first opened in London in 2009.  Calle Do Mori 436, 30125 Venice, Italy",2022-11-18 11:31:15,45.432995,12.339363,https://live.staticflickr.com/65535/52508292900_35f039e07d_m.jpg,JoKenworthy71,34225514@N05,photo
51524140443,65535,8bbd2cfe44,Spots,venice venezia autumn september italy laguna travel travelphotography poetry beauty contemplation meeting gathering youth university aperitivo evening canal rio geometry colour water hangingout friends easy zattere,1010,"Nearby the Zattere/Ca' Foscari, Dorsoduro.",2021-09-23 18:52:23,45.430834,12.326467,https://live.staticflickr.com/65535/51524140443_8bbd2cfe44_m.jpg,Animusanima,52276266@N07,photo
