id,server,secret,title,tags,views,description,date_taken,latitude,longitude,url_s,owner_name,owner,media
51289421996,65535,034cd28b7f,venice,italy italia venezia venice laguna lagoon canal grande old couple man woman pigeon uomo donna coppia piccione bench panchina loneliness solitudine bag seat seated seating isola island wait waiting attesa attendere water acqua san giorgio panorama landscape paesaggio romantico tourist turista romantic love honeymoon luna di miele family married sad sadness watching looking future futuro age vecchiaia oldness retirement pensionato pensioner canon 5dmarkii bw black white bianco nero,6951,,2010-09-05 15:22:32,45.431789,12.351357,https://live.staticflickr.com/65535/51289421996_034cd28b7f_m.jpg,Roberto.Trombetta,29370225@N03,photo
18306745829,272,2377cda9ae,"In Attesa, Venezia (Italia)",city venice italy water europa europe barca italia sheep centre centro tourist wait gondola typical acqua venezia nera nord canale est turisti città attesa veneto tipica tipico ferma gondoliere imbarcazione,91,,2012-02-19 12:23:47,45.436887,12.337560,https://live.staticflickr.com/272/18306745829_2377cda9ae_m.jpg,luca_margarone,133317146@N05,photo
49798344298,65535,ee1ae7b995,deVenexia18de40,nograz gondola gondoliere nikond50 nikkor ponte wait attesa riocanonica venezia,832,approdo gondole,2012-05-11 17:18:12,45.434847,12.340564,https://live.staticflickr.com/65535/49798344298_ee1ae7b995_m.jpg,Graz Nograz,128432815@N03,photo
46848545684,7890,072b922a7b,R,red rosso girl ragazza woman donna venice venezia italy italia art arte culture cultura waiting aspettare attesa sea mare sun sole boats barche canal grande channel biennale,899,,2019-03-22 13:18:34,45.431150,12.334814,https://live.staticflickr.com/7890/46848545684_072b922a7b_m.jpg,Chiaro Chiari,152939044@N05,photo
46848545684,7890,072b922a7b,R,red rosso girl ragazza woman donna venice venezia italy italia art arte culture cultura waiting aspettare attesa sea mare sun sole boats barche canal grande channel biennale,899,,2019-03-22 13:18:34,45.431150,12.334814,https://live.staticflickr.com/7890/46848545684_072b922a7b_m.jpg,Chiaro Chiari,152939044@N05,photo
18306745829,272,2377cda9ae,"In Attesa, Venezia (Italia)",city venice italy water europa europe barca italia sheep centre centro tourist wait gondola typical acqua venezia nera nord canale est turisti città attesa veneto tipica tipico ferma gondoliere imbarcazione,91,,2012-02-19 12:23:47,45.436887,12.337560,https://live.staticflickr.com/272/18306745829_2377cda9ae_m.jpg,luca_margarone,133317146@N05,photo
17179610725,7680,c11a1e52d8,Waiting for the sunset,venice sunset italy water boat waiting barca tramonto festa venezia attesa redentore,2446,Attesa in occasione della festa del Redentore a Venezia,2014-07-19 20:18:24,45.440320,12.321381,https://live.staticflickr.com/7680/17179610725_c11a1e52d8_m.jpg,Andrea S. Costa,132626623@N06,photo
16185149977,7322,5f29a07cd9,contemplazione,venice italy water italia tramonto basilica sguardo laguna acqua venezia battello attesa contemplazione briccole,213,Canon 550d Yashica 80-200mm,2015-01-25 15:22:40,45.433921,12.343204,https://live.staticflickr.com/7322/16185149977_5f29a07cd9_m.jpg,valesstommy,130299430@N03,photo
15587685694,7579,cc5e127b41,"Attesa,",venice attesa,126,preferisco non chiedere per quanto ancora e quando,2014-07-11 13:07:36,45.430827,12.334727,https://live.staticflickr.com/7579/15587685694_cc5e127b41_m.jpg,thais.lacerda,127533881@N02,photo
8701659809,8258,306f996c1e,Gondoliere in attesa a Rialto,bridge venice man tourism veneza puente nikon waiting sitting que ponte uomo sentado getty pont mann brücke venise turismo esperando venezia homem venedig espera hombre rialto assis qui tourismus gondolier gondolas homme gettyimages tourisme attesa wartet d90 sitzt seduto gondoliere gondoleiro венеция моста ожидания человека attendait гондольер paolobis туризма сидящего,1379,"<b> See other pictures of SET...  <a href=""http://www.flickr.com/photos/paolobis/sets/72157594492557930/with/8113798116/"">VENEZIA E LA SUA LAGUNA </a> </b>  <b> Tutte le foto  -   All  photo   <a href=""http://darckr.com/username?username=PaoloBis"" rel=""nofollow"">  [ from PaoloBis ] </a> </b>",2013-05-01 08:33:18,45.438152,12.335672,https://live.staticflickr.com/8258/8701659809_306f996c1e_m.jpg,PaoloBis,61273381@N00,photo
