,id,server,secret,title,tags,views,description,date_taken,latitude,longitude,url_s,owner_name,owner,media
0,54882719423,65535,7647e61d87,All'aperto da Raffaele,venice italy cafe night lights ristorante outdoor dining,418,Outdoor dining in Venice,2025-09-14 10:57:54,45.432480,12.333545,https://live.staticflickr.com/65535/54882719423_7647e61d87_m.jpg,Lee Sie,7359335@N02,photo
1,54882742819,65535,981f7dc476,All'aperto Campo Santo Stephano,venice italy cafe night lights ristorante outdoor dining,368,Outdoor dining in Venice,2025-09-14 10:44:42,45.433361,12.330295,https://live.staticflickr.com/65535/54882742819_981f7dc476_m.jpg,Lee Sie,7359335@N02,photo
2,54882742819,65535,981f7dc476,All'aperto Campo Santo Stephano,venice italy cafe night lights ristorante outdoor dining,368,Outdoor dining in Venice,2025-09-14 10:44:42,45.433361,12.330295,https://live.staticflickr.com/65535/54882742819_981f7dc476_m.jpg,Lee Sie,7359335@N02,photo
3,54882499706,65535,0ceaa0daa7,A Vuori Chiesa di Santa Maria Del Giglia,venice italy cafe night lights ristorante outdoor dining,393,Outdoor dining in Venice,2025-09-14 10:52:46,45.432668,12.332977,https://live.staticflickr.com/65535/54882499706_0ceaa0daa7_m.jpg,Lee Sie,7359335@N02,photo
4,54563671792,65535,9a955e80bd,"Caffè Florian, Venezia (Italia)",elsenyordelsbertins canon eos250d efs1855 vacances2023 italia italy veneto venecia venezia venice unesco cafe caffe musica music,233,"<b>Caffè Florian</b> és un cafè històric de la ciutat de <b>Venècia</b>, situat sota els pòrtics de la Procuratie Nuove a la plaça de San Marco.  És el cafè més antic d'Itàlia i del món. Va ser inaugurat el 29 de desembre de 1720 per Floriano Francesconi amb el nom Alla Venezia Trionfante, però des del primer moment els venecians van dir simplement &quot;andémo da Floriàn&quot;, del nom del propietari en dialecte venecià. Des d'aleshores ha continuat el seu negoci diari de cafè ininterrompudament fins als nostres dies, convertint-se en una destinació privilegiada per a venecians, italians i estrangers. Floriano Francesconi va inspirar el personatge de Ridolfo de la Bottega del caffè de Carlo Goldoni.  Com altres cafès ubicats a la Piazza San Marco, els clients a l'aire lliure són entretinguts per una petita banda. A més, l'acompanyament musical requereix un suplement a les begudes.  Una particularitat són els uniformes del personal del cafè: el xef de rang porta un llaç negre, els dos demichefs són grisos, els comiss són blancs. Els cambrers porten jaquetes blanques al matí, mentre que a la tarda el xef porta frac i la resta d'empleats vesteixen jaquetes negres. Dues orquestres s'alternen al cafè.  <a href=""http://whc.unesco.org/en/list/394"" rel=""noreferrer nofollow"">Pàgina a la UNESCO World Heritage List</a>.  <a href=""http://maps.google.com/maps?t=k&amp;hl=it&amp;q=45.43381667,12.33827500"" rel=""noreferrer nofollow"">A Google Maps</a>.",2023-08-19 12:37:33,45.433816,12.338275,https://live.staticflickr.com/65535/54563671792_9a955e80bd_m.jpg,Jesús Cano Sánchez,31526369@N00,photo
5,54473243297,65535,9c3bdac043,"St Mark's Square, Venice, Italy",anyvision band cafe italy labels people sms908b samsung venice yellow chair s22 s22ultra table venice2025 wide 20250403133233,14,Caffè Lavena,2025-04-03 13:32:34,45.434331,12.338398,https://live.staticflickr.com/65535/54473243297_9c3bdac043_m.jpg,wildhareuk,137918669@N08,photo
6,54441781726,65535,b63c5d22a4,"Caffe Brasilia, Venice, Italy",cafe italy restaurant sms908b samsung venice aperolspritz caffebrasilia peanuts s22 s22ultra venice2025 wide 20250401111639,27,First Aperol Spritz of the holiday,2025-04-01 11:16:39,45.434700,12.333113,https://live.staticflickr.com/65535/54441781726_b63c5d22a4_m.jpg,wildhareuk,137918669@N08,photo
7,54442151465,65535,740d3ae92d,"Caffe Brasilia, Rio Terrà dei Assassini, Venice, Italy",cafe galaxys23 italy s23 samsung susan venice aperolspritz caffebrasilia exterior venice2025 wide 20250401103855,28,First drinks of the holiday,2025-04-01 10:38:55,45.434812,12.333056,https://live.staticflickr.com/65535/54442151465_740d3ae92d_m.jpg,wildhareuk,137918669@N08,photo
8,53577956675,65535,34bdfe0bfe,Women in Fashion,café cafe kafe biennale biennial biennalen giardini venice venezia venedig veneto region región italy italia italien europe europa eu european union unión europea unioneuropea,492,At the Giardini Biennale Café the woman in black and white is really in fashion! And the woman in yellowish green blends in with the yellowish green furniture!,2023-08-24 14:45:08,45.429427,12.359144,https://live.staticflickr.com/65535/53577956675_34bdfe0bfe_m.jpg,hansn (10 Million Views),28402310@N06,photo
9,53564978967,65535,9be24dc80f,St Mark’s Square Arcade,st marks square piazza plaza torg san marco arcade arkad shops butiker caffè café cafe kafé coffeehouse venice venezia venedig lagoon veneto region región world heritage heritagesite världsarv unesco culturalsite kulturarv patrimonio humanidad whl394 italy italia italien europe europa eu european union unión europea unioneuropea,639,"The Italian name of the square is Piazza San Marco. It's the principal public square of Venice.   <a href=""https://en.m.wikipedia.org/wiki/Piazza_San_Marco"" rel=""noreferrer nofollow"">en.m.wikipedia.org/wiki/Piazza_San_Marco</a>",2023-08-24 10:31:36,45.434161,12.338580,https://live.staticflickr.com/65535/53564978967_9be24dc80f_m.jpg,hansn (10 Million Views),28402310@N06,photo
10,53577956675,65535,34bdfe0bfe,Women in Fashion,café cafe kafe biennale biennial biennalen giardini venice venezia venedig veneto region región italy italia italien europe europa eu european union unión europea unioneuropea,492,At the Giardini Biennale Café the woman in black and white is really in fashion! And the woman in yellowish green blends in with the yellowish green furniture!,2023-08-24 14:45:08,45.429427,12.359144,https://live.staticflickr.com/65535/53577956675_34bdfe0bfe_m.jpg,hansn (10 Million Views),28402310@N06,photo
