,id,server,secret,title,tags,views,description,date_taken,latitude,longitude,url_s,owner_name,owner,media
0,54812709216,65535,454293e9e2,"Barcaro Jazz Bar & Restaurant, Salizzada del Fondaco dei Tedeschi, Venice, Veneto, Italy",2025 bar barcarojazz european ita italian italy lamp restaurant salizzadadelfondacodeitedeschi sign stuartsmith studiaphotos venetian veneto venezia venice,450,,2025-01-18 10:30:11,45.438316,12.337066,https://live.staticflickr.com/65535/54812709216_454293e9e2_m.jpg,Stuart Smith.,127349327@N05,photo
1,54812700466,65535,c86e3c9311,"Barcaro Jazz Bar & Restaurant, Salizzada del Fondaco dei Tedeschi, Venice, Veneto, Italy",2025 bar barcarojazz european ita italian italy lamp restaurant salizzadadelfondacodeitedeschi sign stuartsmith studiaphotos venetian veneto venezia venice,552,,2025-01-18 10:30:11,45.438316,12.337066,https://live.staticflickr.com/65535/54812700466_c86e3c9311_m.jpg,Stuart Smith.,127349327@N05,photo
2,54483520006,65535,bb61b5b565,"Il Bacaro 1813, Venice, Italy",bar enoteca italy people sms908b samsung venice s22 s22ultra venice2025 wide 20250405133940,28,,2025-04-05 13:39:41,45.432440,12.354851,https://live.staticflickr.com/65535/54483520006_bb61b5b565_m.jpg,wildhareuk,137918669@N08,photo
3,54483519426,65535,2fe4c51ffa,"Il Bacaro 1813, Venice, Italy",bar italy sms908b samsung susan venice glass prosecco s22 s22ultra table venice2025 wide 20250405130307,30,,2025-04-05 13:03:07,45.432493,12.354880,https://live.staticflickr.com/65535/54483519426_2fe4c51ffa_m.jpg,wildhareuk,137918669@N08,photo
4,54480519908,65535,20f605e945,"Via Giuseppe Garibaldi, Venice, Italy",bar italy osteria sms908b samsung venice s22 s22ultra shutter venice2025 wide window 20250405115800,15,,2025-04-05 11:58:00,45.432184,12.352358,https://live.staticflickr.com/65535/54480519908_20f605e945_m.jpg,wildhareuk,137918669@N08,photo
5,54448060390,65535,9236512dfd,"Enoteca Al Volta, Venice, Italy",bar door italy sms908b samsung venice enotecaalvolto exterior s22 s22ultra venice2025 wide 20250402214534,12,,2025-04-02 21:45:34,45.436101,12.333947,https://live.staticflickr.com/65535/54448060390_9236512dfd_m.jpg,wildhareuk,137918669@N08,photo
6,54446828732,65535,a9530ec996,"Enoteca Al Volta, Venice, Italy",bar italy osteria sms908b samsung susan venice chair enotecaalvolto exterior night s22 s22ultra table venice2025 wide 20250402214524,17,,2025-04-02 21:45:26,45.436101,12.333947,https://live.staticflickr.com/65535/54446828732_a9530ec996_m.jpg,wildhareuk,137918669@N08,photo
7,54444870677,65535,f80964857d,"Enoteca Al Volto, Venice, Italy",bar door interior italy osteria sms908b samsung venice enotecaalvolto night s22 s22ultra venice2025 wide 20250401215353,18,,2025-04-01 21:53:54,45.436131,12.333895,https://live.staticflickr.com/65535/54444870677_f80964857d_m.jpg,wildhareuk,137918669@N08,photo
8,54445922009,65535,30d16de453,"Enoteca Al Volto, Venice, Italy",bar ceiling interior italy osteria sms908b samsung venice enotecaalvolto night s22 s22ultra venice2025 wide 20250401215330,23,Ceiling covered with wine labels,2025-04-01 21:53:31,45.436131,12.333895,https://live.staticflickr.com/65535/54445922009_30d16de453_m.jpg,wildhareuk,137918669@N08,photo
9,54445919069,65535,a2822e9e6b,"Enoteca Al Volto, Venice, Italy",bar door italy osteria sms908b samsung venice enotecaalvolto exterior night s22 s22ultra table ultrawide venice2025 20250401213211,18,,2025-04-01 21:32:11,45.436131,12.333895,https://live.staticflickr.com/65535/54445919069_a2822e9e6b_m.jpg,wildhareuk,137918669@N08,photo
10,54280633494,65535,5a8d25dc29,Bar Dandolo,purple venice veneto italy hotel danieli bar dandolo venetian elegance chandeliers ornate ceiling details marble columns plush seating stained glass windows luxury historic architecture ambiance opulence refinement craftsmanship october travel destination hospitality iconic interior design decor artistry grandeur sophistication charm landmark tradition heritage romance style timeless scenic,8592,"Venice, IT",2024-10-14 13:03:23,45.433755,12.341208,https://live.staticflickr.com/65535/54280633494_5a8d25dc29_m.jpg,brianloganphoto,128191152@N04,photo
11,54263140844,65535,2bf67aabf3,"Savoring gin and tonics at Hotel Danieli’s Bar Dandolo, a luxurious Venetian gem.",purple gin tonic hotel danieli bar dandolo venice italy drink schweppes lemon glass ice beverage cocktail luxury elegant atmosphere snacks olives chips table garnish straw bottle tonicwater aperitif classic sophisticated refreshment upscale experience cozy ambiance travel historic style indulgence relaxation drinks leisure barlounge iconic italian scenic social,2102,"Venice, IT",2024-10-14 13:18:58,45.434163,12.343752,https://live.staticflickr.com/65535/54263140844_2bf67aabf3_m.jpg,brianloganphoto,128191152@N04,photo
12,54111599502,65535,469e295726,Venice 102,italy venice streetphotography venezia italia vino vero bar glass,2862,A trip to Venice,2024-11-02 23:00:24,45.444084,12.332936,https://live.staticflickr.com/65535/54111599502_469e295726_m.jpg,WF portraits,71102063@N00,photo
13,54008252452,65535,8916b5513b,"reichhaltiges Craftbier-Menü vom Fass, H2NO Enobirrateca, Venedig",bar bier enobirrateca h2no h2noenobirrateca italia italien vendig venetien veneto venezia venezien venice craftbeer,86,Craft-Beer-Bar H2NO Enobirrateca,2024-07-25 16:05:48,45.443936,12.328647,https://live.staticflickr.com/65535/54008252452_8916b5513b_m.jpg,Georg Brutalis,84521904@N05,photo
